year,geo_name,geo,income
2014,"Winkler County","05000US48495",52938.0
2014,"Wise County","05000US48497",56338.0
2014,"Wood County","05000US48499",44376.0
2014,"Yoakum County","05000US48501",50167.0
2014,"Young County","05000US48503",41589.0
2014,"Zapata County","05000US48505",30758.0
2014,"Zavala County","05000US48507",27253.0
2015,"Anderson County","05000US48001",41327.0
2015,"Andrews County","05000US48003",70423.0
2015,"Angelina County","05000US48005",44223.0
2015,"Aransas County","05000US48007",41690.0
2015,"Archer County","05000US48009",60275.0
2015,"Armstrong County","05000US48011",59737.0
2015,"Atascosa County","05000US48013",52192.0
2015,"Austin County","05000US48015",53687.0
2015,"Bailey County","05000US48017",37397.0
2015,"Bandera County","05000US48019",49863.0
2015,"Bastrop County","05000US48021",54821.0
2015,"Baylor County","05000US48023",36373.0
2015,"Bee County","05000US48025",42302.0
2015,"Bell County, TX","05000US48027",50550.0
2015,"Bexar County, TX","05000US48029",51150.0
2015,"Blanco County","05000US48031",55504.0
2015,"Borden County","05000US48033",73750.0
2015,"Bosque County","05000US48035",44674.0
2015,"Bowie County","05000US48037",42670.0
2015,"Brazoria County, TX","05000US48039",69749.0
2015,"Brazos County, TX","05000US48041",39808.0
2015,"Brewster County","05000US48043",38395.0
2015,"Briscoe County","05000US48045",38603.0
2015,"Brooks County","05000US48047",22741.0
2015,"Brown County","05000US48049",41962.0
2015,"Burleson County","05000US48051",51821.0
2015,"Burnet County","05000US48053",49732.0
2015,"Caldwell County","05000US48055",47233.0
2015,"Calhoun County","05000US48057",51078.0
2015,"Callahan County","05000US48059",40981.0
2015,"Cameron County, TX","05000US48061",33266.0
2015,"Camp County","05000US48063",37851.0
2015,"Carson County","05000US48065",66023.0
2015,"Cass County","05000US48067",37352.0
2015,"Castro County","05000US48069",39459.0
2015,"Chambers County","05000US48071",70544.0
2015,"Cherokee County","05000US48073",39595.0
2015,"Childress County","05000US48075",36633.0
2015,"Clay County","05000US48077",48297.0
2015,"Cochran County","05000US48079",39113.0
2015,"Coke County","05000US48081",42467.0
2015,"Coleman County","05000US48083",35156.0
2015,"Collin County, TX","05000US48085",84735.0
2015,"Collingsworth County","05000US48087",39743.0
2015,"Colorado County","05000US48089",46618.0
2015,"Comal County, TX","05000US48091",65833.0
2015,"Comanche County","05000US48093",37470.0
2015,"Concho County","05000US48095",48368.0
2015,"Cooke County","05000US48097",52406.0
2015,"Coryell County","05000US48099",49340.0
2015,"Cottle County","05000US48101",34955.0
2015,"Crane County","05000US48103",58333.0
2015,"Crockett County","05000US48105",53678.0
2015,"Crosby County","05000US48107",37434.0
2015,"Culberson County","05000US48109",35000.0
2015,"Dallam County","05000US48111",41345.0
2015,"Dallas County, TX","05000US48113",50270.0
2015,"Dawson County","05000US48115",41095.0
2015,"Deaf Smith County","05000US48117",43373.0
2015,"Delta County","05000US48119",42432.0
2015,"Denton County, TX","05000US48121",75050.0
2015,"DeWitt County","05000US48123",49736.0
2015,"Dickens County","05000US48125",39700.0
2015,"Dimmit County","05000US48127",36825.0
2015,"Donley County","05000US48129",36681.0
2015,"Duval County","05000US48131",33939.0
2015,"Eastland County","05000US48133",34888.0
2015,"Ector County, TX","05000US48135",57150.0
2015,"Edwards County","05000US48137",41813.0
2015,"Ellis County, TX","05000US48139",62465.0
2015,"El Paso County, TX","05000US48141",41637.0
2015,"Erath County","05000US48143",41416.0
2015,"Falls County","05000US48145",36079.0
2015,"Fannin County","05000US48147",44071.0
2015,"Fayette County","05000US48149",47808.0
2015,"Fisher County","05000US48151",41406.0
2015,"Floyd County","05000US48153",41026.0
2015,"Foard County","05000US48155",36477.0
2015,"Fort Bend County, TX","05000US48157",89152.0
2015,"Franklin County","05000US48159",41537.0
2015,"Freestone County","05000US48161",44301.0
2015,"Frio County","05000US48163",36404.0
2015,"Gaines County","05000US48165",57635.0
2015,"Galveston County, TX","05000US48167",62313.0
2015,"Garza County","05000US48169",48508.0
2015,"Gillespie County","05000US48171",54859.0
2015,"Glasscock County","05000US48173",67303.0
2015,"Goliad County","05000US48175",51226.0
2015,"Gonzales County","05000US48177",42983.0
2015,"Gray County","05000US48179",43288.0
2015,"Grayson County, TX","05000US48181",47952.0
2015,"Gregg County, TX","05000US48183",47639.0
2015,"Grimes County","05000US48185",46195.0
2015,"Guadalupe County, TX","05000US48187",62420.0
2015,"Hale County","05000US48189",43375.0
2015,"Hall County","05000US48191",30950.0
2015,"Hamilton County","05000US48193",42432.0
2015,"Hansford County","05000US48195",44219.0
2015,"Hardeman County","05000US48197",37174.0
2015,"Hardin County","05000US48199",52614.0
2015,"Harris County, TX","05000US48201",54457.0
2015,"Harrison County","05000US48203",45974.0
2015,"Hartley County","05000US48205",63004.0
2015,"Haskell County","05000US48207",39850.0
2015,"Hays County, TX","05000US48209",58583.0
2015,"Hemphill County","05000US48211",62813.0
2015,"Henderson County","05000US48213",41607.0
2015,"Hidalgo County, TX","05000US48215",34782.0
2015,"Hill County","05000US48217",41382.0
2015,"Hockley County","05000US48219",50665.0
2015,"Hood County","05000US48221",56100.0
2015,"Hopkins County","05000US48223",44396.0
2015,"Houston County","05000US48225",32698.0
2015,"Howard County","05000US48227",49575.0
2015,"Hudspeth County","05000US48229",26384.0
2015,"Hunt County","05000US48231",45197.0
2015,"Hutchinson County","05000US48233",49353.0
2015,"Irion County","05000US48235",58500.0
2015,"Jack County","05000US48237",50324.0
2015,"Jackson County","05000US48239",54926.0
2015,"Jasper County","05000US48241",40820.0
2015,"Jeff Davis County","05000US48243",50165.0
2015,"Jefferson County, TX","05000US48245",43540.0
2015,"Jim Hogg County","05000US48247",35521.0
2015,"Jim Wells County","05000US48249",42986.0
2015,"Johnson County, TX","05000US48251",58135.0
2015,"Jones County","05000US48253",43897.0
2015,"Karnes County","05000US48255",45502.0
2015,"Kaufman County, TX","05000US48257",60391.0
2015,"Kendall County","05000US48259",73240.0
2015,"Kenedy County","05000US48261",36438.0
2015,"Kent County","05000US48263",47024.0
2015,"Kerr County","05000US48265",43810.0
2015,"Kimble County","05000US48267",40125.0
2015,"King County","05000US48269",63250.0
2015,"Kinney County","05000US48271",38281.0
2015,"Kleberg County","05000US48273",38247.0
2015,"Knox County","05000US48275",40493.0
2015,"Lamar County","05000US48277",40748.0
2015,"Lamb County","05000US48279",39851.0
2015,"Lampasas County","05000US48281",49630.0
